title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Rough Night",movie,Comedy,2017,tt4799050,5.2,57010,"BE, CA, DZ, EE, FJ, FR, GB, GF, GG, GI, HK, ID, IE, IT, KR, LT, LV, MA, MC, MT, MU, MY, PF, PH, PL, SG, SM, TH, TW"
"Win It All",movie,Comedy,2017,tt3155328,6.2,10408,TZ
"Saahasam Swaasaga Saagipo",movie,Romance,2016,tt4980272,6.6,1431,"AD, AE, AG, AL, AO, AU, AZ, BA, BB, BH, BM, BS, BY, BZ, CA, CI, CM, CV, DO, EG, FJ, GH, GI, GT, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, MC, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, PH, PK, QA, RS, SC, SG, SN, TC, TH, TR, TT, TZ, UG, US, UY, ZA, ZM, ZW"
"U Turn",movie,"Crime, Horror, Mystery",2016,tt5377564,7.4,3995,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Along With the Gods: The Two Worlds",movie,"Action, Adventure, Drama",2017,tt7160070,7.2,20367,"AE, AG, AL, AO, AR, AT, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, FI, FJ, FR, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MU, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SN, SV, TC, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Barry,movie,"Biography, Drama",2016,tt5477566,6,7822,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Before I Fall",movie,"Drama, Fantasy, Mystery",2017,tt1691916,6.4,57955,"AD, AL, BA, BG, BM, CZ, EE, FR, GB, GF, GG, GI, GR, HU, IE, IS, JP, KR, LT, LV, MC, ME, MK, MT, MU, PF, PL, RO, RS, SI, SK, TC"
"Letters from Prague",movie,"Drama, Musical, Romance",2016,tt6029714,7.1,408,ID
"The House That Jack Built",movie,"Crime, Drama, Horror",2018,tt4003440,6.8,97318,KR
"Film Stars Don't Die in Liverpool",movie,"Biography, Drama, Romance",2017,tt5711148,6.7,10883,TW
"Brawl in Cell Block 99",movie,"Crime, Drama, Thriller",2017,tt5657856,7.1,79160,"CA, US"
"Just Getting Started",movie,"Comedy, Crime",2017,tt5721088,4.6,8637,"AL, BA, BG, CZ, GR, HU, MK, PL, RS, SI, SK"
"My Stupid Boss",movie,Comedy,2016,tt5514296,7.1,1857,"AD, AE, AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BR, BS, BY, BZ, CA, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, EG, FJ, FR, GB, GG, GH, GI, GQ, GR, HK, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, PE, PH, PK, PL, PS, PT, QA, RO, RS, SC, SE, SG, SI, SK, SM, SN, TC, TH, TN, TR, TT, TW, TZ, UG, US, ZA, ZM, ZW"
"Udta Punjab",movie,"Crime, Drama",2016,tt4434004,7.7,32812,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Long Long Time Ago 2",movie,"Comedy, Drama",2016,tt5531934,6.8,163,"HK, ID, MY, PH, SG, TH, TW"
"Call Me by Your Name",movie,"Drama, Romance",2017,tt5726616,7.8,332072,"AD, AE, AG, AL, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, CY, CZ, DE, DO, DZ, EC, EE, EG, FR, GF, GR, GT, HN, HR, HU, IQ, JM, JO, JP, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MK, MT, MU, MX, NI, NL, NZ, OM, PA, PE, PF, PL, PS, PT, PY, QA, RO, RS, SA, SI, SK, SV, TC, TN, TR, TT, UA, UY, VE, YE"
"A Promise of Bed",movie,"Comedy, Fantasy",1969,tt0064848,4.1,156,"AT, BE, BG, CZ, DE, DK, ES, FR, GB, GR, HR, HU, IE, IS, IT, LI, LU, PT, RO, SE, SK"
"A Bag of Marbles",movie,"Biography, Drama, History",2017,tt5091612,7.3,6691,"AD, FR, GF, MC, PF"
"The Irishman",movie,"Biography, Crime, Drama",2019,tt1302006,7.8,445688,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Commuter",movie,"Action, Mystery, Thriller",2018,tt1590193,6.3,128406,"CA, HK, KR, TW"
"The Killing of a Sacred Deer",movie,"Drama, Horror, Mystery",2017,tt5715874,7,199784,"GR, KR, TH"
Dude,movie,"Comedy, Drama",2018,tt3458510,5.1,7811,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Love Me Tomorrow",movie,"Comedy, Romance",2016,tt5341052,5.1,120,PH
"Logan Lucky",movie,"Action, Comedy, Crime",2017,tt5439796,7,168704,US
"The Assignment",movie,"Action, Crime, Thriller",2016,tt5034474,4.7,9555,JP
Beirut,movie,"Action, Adventure, Crime",2018,tt4669264,6.5,25502,"AG, AL, AR, AT, BA, BB, BE, BG, BO, BR, BZ, CH, CL, CO, CR, CU, CZ, DE, DO, EC, GF, GT, HN, HR, HU, IS, IT, JM, JP, LC, LI, LU, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SM, SV, TC, TT, UY, VE"
Alpha,movie,"Adventure, Drama",2018,tt4244998,6.6,67957,"AE, AU, BE, BH, CH, DZ, EE, EG, FJ, HK, ID, IN, IQ, IS, IT, JO, KR, KW, LB, LT, LU, LV, LY, MA, MC, MT, MY, NL, NZ, OM, PH, PK, PL, PS, PT, QA, SA, SG, SM, TH, TN, TR, TW, YE"
"Triple Frontier",movie,"Action, Thriller",2019,tt1488606,6.5,151458,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Marrowbone,movie,"Drama, Horror, Mystery",2017,tt5886440,6.7,43406,"IT, SM"
"Hunter Killer",movie,"Action, Thriller",2018,tt1846589,6.6,76717,"AT, CH, DE, ID, JP, KR, LI, LU"
"Darkest Hour",movie,"Drama, War",2017,tt4555426,7.4,227599,"AL, AU, AZ, BA, BG, BY, CH, CY, CZ, EE, GB, GG, GI, GR, HR, HU, IE, IN, IT, LT, LV, MC, MD, ME, MK, MT, NZ, PK, PL, RO, RS, SI, SK, SM, UA"
"S Is for Stanley",movie,"Biography, Documentary, Drama",2015,tt3512160,6.9,1993,"AL, AT, BA, BE, BG, CH, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IS, LT, LU, LV, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, TR"
"Godzilla vs. Kong",movie,"Action, Sci-Fi, Thriller",2021,tt5034838,6.3,253088,"AD, CH, ES, IN, IT, SM, US"
"Alita: Battle Angel",movie,"Action, Adventure, Sci-Fi",2019,tt0437086,7.3,306932,"AD, AE, AL, AO, AT, AU, BA, BE, BG, BH, BR, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, HK, HR, HU, ID, IE, IL, IQ, IS, IT, JO, KE, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PF, PH, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, TD, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
"Ideal Home",movie,"Comedy, Drama",2018,tt5460880,6.4,11860,KR
"The Nightingale",movie,"Adventure, Drama, Thriller",2018,tt4068576,7.3,37793,"GB, GG, IE, MT"
Bright,movie,"Action, Fantasy, Thriller",2017,tt5519340,6.3,204705,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
"I Am Not Madame Bovary",movie,"Comedy, Drama",2016,tt5918090,6.9,2548,"HK, TH"
"Dead Uncle",movie,Comedy,2016,tt5123264,5.2,146,"AT, BE, CH, CZ, DE, FR, GR, HU, IS, LU, ME, MK, PL, PT, RO, SE, SI"
"Made in Italy: Ciao Brother",movie,Comedy,2016,tt5434374,5.5,161,"AT, BE, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK"
"Resident Evil: Vendetta",movie,"Action, Adventure, Animation",2017,tt5776208,6.2,16047,"AE, AG, AL, AR, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CA, CL, CO, CR, CU, CZ, DO, DZ, EC, EG, FJ, FR, GB, GF, GG, GI, GT, HK, HN, HR, HU, ID, IE, IN, IQ, JM, JO, JP, KR, KW, LB, LC, LY, MA, MC, ME, MK, MU, MX, MY, NI, OM, PA, PE, PF, PH, PK, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TN, TR, TT, TW, UY, VE, YE"
Hibou,movie,Comedy,2016,tt5058358,4.9,222,KR
"Hotel Transylvania 3: Summer Vacation",movie,"Adventure, Animation, Comedy",2018,tt5220122,6.3,90352,"AD, AG, AO, AR, AT, AU, BB, BE, BM, BO, BR, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, ID, IL, IT, JM, JP, KE, LC, LI, LT, LU, LV, MA, MC, MG, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NO, NZ, PA, PE, PF, PH, PY, SC, SE, SG, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW"
"The SpongeBob Movie: Sponge on the Run",movie,"Adventure, Animation, Comedy",2020,tt4823776,5.9,23122,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
"One Last Shot",movie,"Comedy, Drama, Short",1998,tt0380601,6.5,720,"AG, AL, AO, AU, AZ, BA, BB, BG, BM, BS, BY, BZ, CA, CI, CM, CU, CV, CY, CZ, EE, FJ, GB, GG, GH, GI, GQ, GR, HR, HU, ID, IE, IL, IN, IS, JM, KE, LC, LI, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NZ, PA, PF, PH, PK, RO, RS, SC, SG, SI, SK, SN, TC, TH, TT, TZ, UG, US, ZA, ZM, ZW"
Permitidos,movie,"Comedy, Romance",2016,tt5680744,5.6,1322,AR
Riphagen,movie,"Biography, Drama, War",2016,tt4969044,7.1,8941,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Hunt",movie,"Action, Adventure, Drama",2016,tt5783112,5.3,245,KR
Tully,movie,"Comedy, Drama, Mystery",2018,tt5610554,6.9,64258,"AU, BE, CH, FR, GF, NZ, PF, US"
"Bo Burnham: Make Happy",movie,"Comedy, Music",2016,tt5192124,8.3,16794,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Phantom Thread",movie,"Drama, Romance",2017,tt5776858,7.4,149765,"KR, PT, US"
"Nature Boy",movie,"Biography, Documentary, History",2017,tt7258980,7.8,1275,US
Flatliners,movie,"Drama, Horror, Mystery",2017,tt2039338,5.2,52096,"AE, AG, AR, BB, BH, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, DO, DZ, EC, EG, GT, HN, IN, IQ, IT, JM, JO, KR, KW, LB, LC, LY, MA, MC, MT, MX, NI, OM, PA, PE, PK, PL, PS, PY, QA, SA, SM, SV, TC, TN, TR, TT, UY, VE, YE"
"Kolpaçino: 3. Devre",movie,Comedy,2016,tt5505316,4.1,5388,TR
Gifted,movie,Drama,2017,tt4481414,7.6,145722,"AD, AE, AG, AL, AO, AR, AT, BA, BB, BE, BG, BH, BO, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IN, IQ, IS, IT, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
"Twisted Justice",movie,"Crime, Drama",2016,tt5248042,6.2,457,JP
Mercy,movie,"Drama, Mystery, Thriller",2016,tt5710042,4.2,3745,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"To the Bone",movie,Drama,2017,tt5541240,6.8,56378,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Eastern Business",movie,"Comedy, Drama",2016,tt5610362,7.3,914,RO
"The Truth Beneath",movie,"Crime, Drama, Mystery",2016,tt5768474,6.8,1718,KR
"The Square",movie,"Comedy, Drama",2017,tt4995790,7.1,79563,"AG, AR, BB, BM, BO, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Jagga Jasoos",movie,"Adventure, Comedy, Musical",2017,tt4129428,6.4,12168,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DK, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GT, HK, HN, HR, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Chhota Bheem in the Incan Adventure",movie,"Action, Adventure, Animation",2013,tt4171600,7.9,112,"AE, AG, AL, AO, AU, AZ, BA, BB, BM, BS, BY, BZ, CA, CI, CL, CM, DZ, EG, FJ, GG, GH, GI, ID, IL, IN, JM, JO, KE, KR, LB, LC, MC, ME, MG, MK, ML, MU, MY, MZ, NE, NG, NZ, PH, PK, RS, SG, SN, TC, TH, TN, TR, TT, TZ, UG, US, ZA, ZM, ZW"
"Chhota Bheem Krishna vs Zimbara",movie,"Action, Adventure, Animation",2013,tt6417984,6.3,160,"AE, AG, AL, AO, AU, AZ, BA, BB, BM, BS, BY, BZ, CA, CI, CL, CM, DZ, EG, FJ, GG, GH, GI, ID, IN, JM, JO, JP, KE, KR, LC, MC, ME, MG, MK, ML, MU, MY, MZ, NE, NG, NZ, PH, PK, RS, SG, SN, SV, TC, TH, TN, TR, TW, TZ, UG, US, ZA, ZM, ZW"
Mute,movie,"Mystery, Sci-Fi, Thriller",2018,tt1464763,5.5,38713,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Widows,movie,"Crime, Drama, Thriller",2018,tt4218572,6.8,106085,"AU, BA, BG, CY, CZ, EE, GR, HR, HU, LT, LV, PL, RO, RS, SI, SK, UA"
"The Whiskey Bandit",movie,"Action, Biography, Crime",2017,tt5871080,7.3,9601,HU
"The Most Hated Woman in America",movie,"Biography, Drama, History",2017,tt4842646,6.1,7511,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Fishtales,movie,Animation,2016,tt5363648,3.1,283,KR
"Red Sparrow",movie,"Action, Drama, Thriller",2018,tt2873282,6.6,208655,"AD, AE, AO, AU, BE, BH, CI, CM, CV, DK, DZ, EG, ES, FI, GH, GQ, IL, IQ, IS, IT, JO, KE, KW, LB, LU, LY, MA, MG, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PS, PT, QA, SA, SC, SE, SM, SN, TN, TZ, UG, YE, ZA, ZM, ZW"
Pétain,movie,"Crime, Drama, History",1993,tt0107815,6,305,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
"Doubles Cause Troubles",movie,"Comedy, Crime",1989,tt0098313,5.3,206,"HK, ID, IN, JP, KR, MY, PH, PK, SG, TH, TW"
Denial,movie,"Biography, Drama",2016,tt4645330,6.8,24171,"IS, KR, PL"
"Hard Target 2",movie,"Action, Thriller",2016,tt5241578,5.2,6923,"CA, LV"
Kochaj!,movie,"Comedy, Romance",2016,tt5867468,2.4,204,PL
"All Eyez on Me",movie,"Biography, Drama, Music",2017,tt1666185,5.9,25267,"AT, CH, DE, LI, US"
